Data;Trattamento;Pianta;Posizione;Popolazione
Exp6;C;P8;foglia;1
Exp6;C;P8;foglia;0
Exp6;C;P8;foglia;2
Exp6;T;P9;foglia;0
Exp6;T;P9;foglia;0
Exp6;T;P9;foglia;0
Exp6;T;P9;foglia;0
Exp6;T;P9;foglia;0
Exp6;T;P9;foglia;0
Exp6;C;P10;foglia;1
Exp6;C;P10;foglia;5
Exp6;C;P10;foglia;7
Exp6;C;P10;foglia;0
Exp6;C;P10;foglia;0
Exp6;C;P10;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;T;P1;foglia;0
Exp7 ;C;P2;foglia;2
Exp7 ;C;P2;foglia;0
Exp7 ;C;P2;foglia;3
Exp7 ;C;P2;foglia;0
Exp7 ;C;P2;foglia;0
Exp7 ;C;P2;foglia;1
Exp7 ;T;P3;foglia;0
Exp7 ;T;P3;foglia;0
Exp7 ;T;P3;foglia;0
Exp7 ;T;P3;foglia;0
Exp7 ;T;P3;foglia;0
Exp7 ;T;P3;foglia;0
Exp7 ;C;P4;foglia;0
Exp7 ;C;P4;foglia;0
Exp7 ;C;P4;foglia;3
Exp7 ;C;P4;foglia;8
Exp7 ;C;P4;foglia;1
Exp7 ;C;P4;foglia;0
Exp7 ;T;P5;foglia;0
Exp7 ;T;P5;foglia;1
Exp7 ;T;P5;foglia;0
Exp7 ;T;P5;foglia;0
Exp7 ;T;P5;foglia;0
Exp7 ;T;P5;foglia;1
Exp7 ;C;P6;foglia;3
Exp7 ;C;P6;foglia;0
Exp7 ;C;P6;foglia;5
Exp7 ;C;P6;foglia;2
Exp7 ;C;P6;foglia;0
Exp7 ;C;P6;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;T;P7;foglia;0
Exp7 ;C;P8;foglia;1
Exp7 ;C;P8;foglia;0
Exp7 ;C;P8;foglia;1
Exp7 ;C;P8;foglia;3
Exp7 ;C;P8;foglia;6
Exp7 ;C;P8;foglia;6
Exp7 ;T;P9;foglia;0
Exp7 ;T;P9;foglia;0
Exp7 ;T;P9;foglia;0
Exp7 ;T;P9;foglia;0
Exp7 ;T;P9;foglia;0
Exp7 ;T;P9;foglia;0
Exp7 ;C;P10;foglia;2
Exp7 ;C;P10;foglia;1
Exp7 ;C;P10;foglia;1
Exp7 ;C;P10;foglia;0
Exp7 ;C;P10;foglia;0
Exp7 ;C;P10;foglia;0
Exp8;T;P1;foglia;0
Exp8;T;P1;foglia;0
Exp8;T;P1;foglia;0
Exp8;T;P1;foglia;0
Exp8;T;P1;foglia;0
Exp8;T;P1;foglia;0
Exp8;C;P2;foglia;18
Exp8;C;P2;foglia;0
Exp8;C;P2;foglia;2
Exp8;C;P2;foglia;0
Exp8;C;P2;foglia;0
Exp8;C;P2;foglia;74
Exp8;T;P3;foglia;0
Exp8;T;P3;foglia;2
Exp8;T;P3;foglia;0
Exp8;T;P3;foglia;0
Exp8;T;P3;foglia;0
Exp8;T;P3;foglia;0
Exp8;C;P4;foglia;0
Exp8;C;P4;foglia;1
Exp8;C;P4;foglia;0
Exp8;C;P4;foglia;0
Exp8;C;P4;foglia;0
Exp8;C;P4;foglia;0
Exp8;T;P5;foglia;0
Exp8;T;P5;foglia;0
Exp8;T;P5;foglia;1
Exp8;T;P5;foglia;0
Exp8;T;P5;foglia;0
Exp8;T;P5;foglia;0
Exp8;C;P6;foglia;1
Exp8;C;P6;foglia;0
Exp8;C;P6;foglia;1
Exp8;C;P6;foglia;2
Exp8;C;P6;foglia;3
Exp8;C;P6;foglia;2
Exp8;T;P7;foglia;0
Exp8;T;P7;foglia;0
Exp8;T;P7;foglia;0
Exp8;T;P7;foglia;0
Exp8;T;P7;foglia;0
Exp8;T;P7;foglia;0
Exp8;C;P8;foglia;0
Exp8;C;P8;foglia;0
Exp8;C;P8;foglia;0
Exp8;C;P8;foglia;0
Exp8;C;P8;foglia;3
Exp8;C;P8;foglia;0
Exp8;T;P9;foglia;0
Exp8;T;P9;foglia;0
Exp8;T;P9;foglia;0
Exp8;T;P9;foglia;0
Exp8;T;P9;foglia;0
Exp8;T;P9;foglia;0
Exp8;C;P10;foglia;1
Exp8;C;P10;foglia;0
Exp8;C;P10;foglia;1
Exp8;C;P10;foglia;0
Exp8;C;P10;foglia;5
Exp8;C;P10;foglia;3
Exp9;T;P1;foglia;0
Exp9;T;P1;foglia;0
Exp9;T;P1;foglia;0
Exp9;T;P1;foglia;0
Exp9;T;P1;foglia;0
Exp9;T;P1;foglia;0
Exp9;C;P2;foglia;0
Exp9;C;P2;foglia;9
Exp9;C;P2;foglia;7
Exp9;C;P2;foglia;0
Exp9;C;P2;foglia;0
Exp9;C;P2;foglia;0
Exp9;T;P3;foglia;0
Exp9;T;P3;foglia;0
Exp9;T;P3;foglia;0
Exp9;T;P3;foglia;0
Exp9;T;P3;foglia;0
Exp9;T;P3;foglia;0
Exp9;C;P4;foglia;0
Exp9;C;P4;foglia;0
Exp9;C;P4;foglia;0
Exp9;C;P4;foglia;0
Exp9;C;P4;foglia;8
Exp9;C;P4;foglia;0
Exp9;T;P5;foglia;0
Exp9;T;P5;foglia;0
Exp9;T;P5;foglia;0
Exp9;T;P5;foglia;0
Exp9;T;P5;foglia;1
Exp9;T;P5;foglia;2
Exp9;C;P6;foglia;0
Exp9;C;P6;foglia;3
Exp9;C;P6;foglia;10
Exp9;C;P6;foglia;3
Exp9;C;P6;foglia;0
Exp9;C;P6;foglia;0
Exp9;T;P7;foglia;0
Exp9;T;P7;foglia;0
Exp9;T;P7;foglia;0
Exp9;T;P7;foglia;0
Exp9;T;P7;foglia;0
Exp9;T;P7;foglia;0
Exp9;C;P8;foglia;0
Exp9;C;P8;foglia;0
Exp9;C;P8;foglia;6
Exp9;C;P8;foglia;0
Exp9;C;P8;foglia;0
Exp9;C;P8;foglia;3
Exp9;T;P9;foglia;0
Exp9;T;P9;foglia;1
Exp9;T;P9;foglia;5
Exp9;T;P9;foglia;40
Exp9;T;P9;foglia;0
Exp9;T;P9;foglia;0
Exp9;C;P10;foglia;4
Exp9;C;P10;foglia;1
Exp9;C;P10;foglia;0
Exp9;C;P10;foglia;0
Exp9;C;P10;foglia;1
Exp9;C;P10;foglia;2
